idx,class,conversation
583,일반 대화,"진짜 너 때문이라도 아프면 안 되겠다야 건강할게
그래 건강해야 돈 많이 벌어서 나한테 맛있는 것도 사주지
우선 너 만나면 나 좀 혼날 거 같으니까 인터넷으로 배달해줄게 돈 많이 벌면...
배달 음식도 시켜주라
이왕 할 거면 쿠팡으로도 보내줘 로켓배송으로다가
미안한데 우리 집에도 물 뿐인데 내가 너한테 그런 거 시켜둘 여유가 있을까?
있을 거야 이제 너 돈 많이 벌어서 부자 될 거잖아
너 40 될 때까지 존버 탈라고
잠수 타고 있다가 40 되면 다시 오는 거 아니지?
나 친구 없어 버리지 마
옆에 딱 달라붙을게 매미처럼
어; 글해; 고마워;
쿠팡에서 에프킬라 주문해야겠다
설마 내가 매미라고 해서 에프킬라 사는 건 아니지...?
집에 모기 잡으려고 사는 거지?
에 우리 집에 모기도 벌레도 없는 댑쇼
근데 에프킬라는 왜 사니 그치?
어... 모르는 게 때로는 약이고 그렇더라
괜히 돈 낭비 말고 차라리 에프킬라 살 돈을 나한테 줘
내가 관리해줄게 벌레도 다 잡고 오케?
그럴 바에 그냥 내 돈 당근마켓에 무료 나눔으로 올리고 말지.
그럼 나한테 나눔 해주라 바로 가져갈 수 있어"
584,일반 대화,"내가 연예인이었더라면 돈도 많이 벌고 너한테 기부하는 마음으로 줬을 텐데 아쉽게도 외모만 연예인이네
글쎄 그 말 마지막이 좀 이상한 거 같은데?
뭐가 난 잘 모르겠는데?
이해력이 좀 딸리나 봐 내가
하긴 요즘은 개성 있는 얼굴이 또 먹히니까 너도 가능하겠어
무슨 말이야 ㅠㅠ
요즘은 개그맨 모델 배우 가수 전부 다 이뻐야 하던데
에이 무슨 소리야 누가 그래 이뻐야지 연예인 한다고
그거 다 옛말이지 요즘엔 개성이지
아니라니까? 요즘이 진짜 미쳤어
다들 이쁜 사람만 있던데?
아냐 제대로 잘 봐바
연예인들이 어떻게 다 이쁠 수가 있어
아니라고... 요즘 같은 외모만 보는 연예계 세상에 내가 딱인데...
너는 개그우먼 하면 딱일 거 같아
아마 개그계 원톱은 찍을 듯
개성으로 밀고 가면 너 바로 성공한다
내가 좀 사람들에게 행복을 주고 그런 편이긴 하지?
얼굴 망가뜨려가면서 웃음 주는 거 쉬운 일 아니지 존경한다 친구야
너 잠꼬대하는 거야?
나는 너가 무슨 말하는지 도무지가 모르겠어
난 내 친구한테 난독증이 있다는 소리는 못 들은 거 같은데... 흠...
우리 서로 행복만 주고 받자...
이런 말도 안 되는 말 나는 웃기지도 않으니까 말이야
키키 우리 행복 전도사 너가 있어서 난 참 행복해 ^^"
585,일반 대화,"어휴 이런 말 안 통하는 친구랑 대화하고 있자니 그냥 만화나 보고 싶다... 짱구 마려워
짱구 개 추억 돋네
나 요즘도 짱구 맨날 본다고 명탐정 코난이랑
나 긱사 살 때 내 룸메도 항상 짱구 틀어 놓고 있었는데 약간 배경 음악 수준으로
키키 인정함 그냥 비지엠이여
집중해서 보지는 않아
너도 그러냐?
그게 은근히 중독성 있나 봐
맞아 키키 아무 생각 없이 틀어 놓고 다른 거 하고 그래도 웃길 때 아무 생각 없이 웃기잖아
그거 회차도 엄청 많아서 겹치질 않더라 아무리 틀어놔돜 키키
맞아 키키 그리고 사실 가끔 딴생각하다 뭐 봤는지도 모르게 지나가서 겹쳐도 잘 몰라
진짜 밥 먹을 때 틀어 놓고 먹기 딱 좋아
맞아 나 진짜 밥 먹을 때 짱구 목소리 안 들리면 서운함 키키
코난도 틀어 놓니?
걘 나도 모르게 범인 누군지 추리할 듯 키키
코난 보면서 밥 먹으면 자동으로 천천히 먹게 됨
추리하느라 건강해져
만화의 순기능을 여기서 찾았네
고맙지 내 덕분에 좋은 거 알아가고
나도 밥 먹으면서 코난 볼게 내 건강을 위해서 키키"
586,일반 대화,"*** 오늘 간식 안 먹을 거니?
아 밥 많이 먹어서 배부름 하하
좀 있다 **은 출출하다고 할 듯 하하
살쪄서 그만 먹고 싶어
금요일이니까 달려야쥐
요새 계속 살이 안 빠짐
단팥빵 어댕?
난 마늘빵 먹고 싶어
그런 식으로 해서 지금 살찜 ㅠㅠ 노노
키키 그니까 간식은 줄여야 행
빵이 살 제일 많이 찜 ㅠㅠ
근데 너 어제 과자 먹었자나
근데 빵이 맛있긴 해
난 어제 과자도 안 먹었음
우유랑 같이 먹음 굳
키키 하나 먹장 오늘 바나나?
니가 그러니까 또 먹고 싶어"
587,일반 대화,"아니 우리 60되면 주택 이사 가자니까
응 주택이 좋긴 해
애들 키울 때 주택 가는 게 맞긴 한데 키키
근데 분리수거 이런 게 불편
그냥 난 60 돼서 갈랭 키키
60 되면 더 좋은 아파트가 좋을 듯
그런 거 갖춰진 주택 단지 없나?
힘들어서 그때 어떻게 관리함
경비실도 있고 그런 데 가고 없어
그래도 아파트가 나을 듯
그건 어짜피 다 ** 몫이니까
그런 데는 개비싸서 돈 많이
키키 난 그냥 주택이 좋쥐...
그럼 내가 건축을 배워 지어볼께
키키 아 그래? 아무래도 비싸겠지?
응 ㄴ 완젼 비쌀 듯"
588,일반 대화,"아니 강원도 갈 때 기차 없어?
비행기가 진짜 빠르긴 함
너 4시간 운전 가능?
완젼 쌉가능 하하 차가 좋아서
강원도 비행기는 없어?
자율 주행 놓고 가면 개편해 하하
난 4시간씩 앉아 있으니까 힘들더라구
양양공항 있는데 비행기가 안 다님
앉아 있는 거 자체가 힘들엉
대한민국 좁아서 다 차로 가능
아 진짜 그래 하루에 그거 몇 명이나 타겠어...
그럼 넌 서울 가서 누나랑 오셈
마자 차가 막히진 않지?
케이티엑스 타고 가라 하하
헐랭 언니는 거기서 차 타고 가?
차 막힘 쉬면서 놀면서 가는 거지 뭐"
589,일반 대화,"회사에서 회식 안 한 지 2년?
응 코로나 터지고 안 함
겁나 오래된 듯? 맞지?
안 하니까 오리혀 좋음 하하
아예 전체 회식 안 한지 2년 된 듯?
그냥 술도 안 먹고 요새
세상에나 키키 마자 회식 없으니까 술 안 먹음
응 좋은 거 같아 술 안 먹고 싶음
착실 **이가 되어버림 키키
한 번씩 이리 쌀쌀할 땐 땡기기도
형아들이 먹자고 해도 코로나 핑계 키키
너랑 소주 한잔 안 먹어봤네
응 그럴 때 그냥 집에서 먹엉 하하
*** 술 먹음 개된느뎋 하하
난 소주 졸 알콜 램프맛 나서...
왈왈 **처럼 하하"
590,일반 대화,"* 요새 군대 몇 년이지?
군대 1년 6개월일껄?
사촌 동생 금방 간 거 같은데 나왔드라?
나는 ㄴ 2년 3개월 했음 하하 ㅎ
키키 걔 군대 안 갔다 온 거 같음...
캠프지 요새는 그냥 하하
맞제? 키키 전화도 받더라이가
핸드폰도 들고 가고 그게 무슨 하하
키키 용돈도 많이 필요할 듯
그니까 근데 월급도 많이 주던데 하하
근데 그 월급도 많이 준대
나는 8만원이었음 하하
헐랭 키키 세상 옛날 사람
시급으로 계산하면 200원인가 나옴
키키 시급으로 만다 계산해봄 키키
그냥 그런 애들 ㅇ 있었음"
591,일반 대화,"얌 기억에  남는 선생님 있뉘...
응 초등학교 때 선생님 하하
난 날 때렸던 선생님이 기억나네
완젼 이쁘신 선생님이었는데
헐랭 예뻐서 기억이 난다고?
잘 계시려나 하하 난 기억 암 함 하하
너 그 이상한 다단계 선생님은 키키
응 지금은 할머니 되었겠다
너한테 다단계 접근 선생님 있었잖아 키키
울 누나 선생님이잖아 하하
*언니 선생님이라서 간지난당...
결혼식 때 제자들 오고 하던디
맞지? 그리고 가정은 진짜 꿀일 듯
뭔가 감동 하하 재밌더라
나두 가정 선생님 하고 싶당
나는 수학 선생님 하고 싶음 하하 간쥐"
592,일반 대화,"**은 명절에는 누나들 못 보네...
응 다들 멀리 살아서 하하
누나들이 너무 멀리 가버렸엉
하지만 *** 돌잔치 때 보니까
근데 요새 세상이 변해서 키키
*** 왜 이리 잘 크냐 하하
누나들도 다음 명절에는 올 수도 있엉
하루하루 커간다니깐 하하 신기해
마장 *누나 딸 엄청 많이 컸더랑
구니까 하하 이번에 돌잔치 잼겠당
내가 옷 사둔 거 알쥐...? 키키
응 완젼 짱이야 외숙모가 짱이군
그거 왜 관심도 없니? 삼춘이
삼츈은 원래 그런 거야 하하
반지도 보여 달라고 안 하고
하하 반지 가져왔니 ?"
593,일반 대화,"우리 이제 3년차 향해 간당...
와 시간 진짜 빠른당 하하
대박 시간 빠르당 키키
이러다가 60대일 듯 하하
근데 일찍 결혼하길 잘한 듯 넌?
마쟈 나도 잘한 것 같아 하하
오랜 신혼이 넘 쥬아
너 친구들은 아직 많이 안 했지?
엉 마자 내 친구들 왜 결혼 안 함...
너 친한 친구 상견례 한다며
심지어 두 명은 연애도 안 함...
와 그랄꼬 하하 ㅎ 상견례 때 기억나니
엉 *** 말하는 거지?
난 별로 떨리진 않은 듯 하하
기억나쥐 키키 나두 별로 안 떨렸음
밥은 완젼 엑스였음 하하"
594,일반 대화,"너 왜 벅수 생일 파티 안 왔냐
벅수 생파 초대 못 받음 하하
그리고 혹시 나 햄스터 키워도 되냥
나 아싸인가 봐 못된 벅수 하하
귀여운 햄스터 한 마리 발견했는뒤...
햄스터는 쥐잖아 징그러움 하하
무슨 햄스터가 쥐야!
벅수가 괴롭혀서 죽일 듯 하하
세상에나 햄스터가 얼마나 귀여운뒤
둘 줄에 하나를 선택하셈 하하
나 햄찌 키울랭
벅수로도 벅참 요 집에는 노노노
그럼 소라게는? 소라게 키워도...?
햄찌는 다음 생에 키우렴 하하
60 돼도 햄찌는 안됨...?
그때 가서 생각해보지 그건 하하"
595,일반 대화,"* 우리 내일 낚시라궁
와우 내일은 한 마리 잡으려나
유튜브로 공부해서 오랬는데...
낚시는 너무 어려워 하하
***이가 공부 안 해오면 잔소리한당...
좋은 낚시대 사야 될 듯 하하
오늘 집에 가서 공부 좀 해야 함...
너가 투자 좀 해 낚시대 하하
마자 * 남편은 20만언 주고 샀댕
구니까 그건 싼 거여 몇백도 함
근데 투자 하기엔 우리가 자주 갈까?
그렇쥐 하하 그냥 만오천 원짜리로 즐기자
자주 안 갈 꺼 같애 키키 엉 그냥 지금이  좋아
낼은 갑오징어 꼭 잡길 하하 기도
마자 마자 그래서 꼭 명절에 먹고 싶어
웅 갑오징어 파티하쟈 하하"
596,일반 대화,"오늘 피파할 꺼임?
피파 안 해본 지 오래돼서 하하
오랜만에 키키 나도 해보고 싶당
해볼까 예전에는 진짜 열심히 했는데
근데 그 게임은 너무 어렵쥐?
그럼 한판하고 가도록 하쟈 하하 유
일단 키보드를 외워야 하쥐...?
좀 어렵긴 하쥐 너가 하기에
키보드는 근데 남자들은 다 외움
초보자도 할만한 건 뭐 있니...?
초보자도 할만한 거 배그
헐랭 키키 다 외우진 않겠쥐...
배그 넘 멀미 나서...
너 배그해 봐 **처럼 하하
헐랭 ** 잘사니?
** 잘 지내는 듯 하하 아마도
키키 메이플이나 할란다
메이플 키키 완젼 할매요 고전게임"
597,일반 대화,"** 이번 연휴에 여행 가야 행
응 어디로 가볼까
이제 우리 시간이 없다궁...
좀 멀리 떠나볼래 하하?
추석 끝난 주말에 가자궁 어때
응 그러쟈 어디로
멀리? 멀리는 좀... 무리데스...
그럼 어디로 가야 할까
날씨도 딱 여행 가기 좋구만
키키 별따라기 여행 안 가냐?
가을날씨에는 담양 어때
담양? 담양 좋쥐 담양 갈래?
담양 너무 질리긴 해
아니 난 담양 좋아행
오 그래 그럼 가쟈
이번에 어디론가 가야 행 무조건
메타쉐카이아 가로수길 간쥐 하하 ㅎ"
598,일반 대화,"** 넌 어느 계절이 최애니
나는 가을이 좋아 하하
난 지금이  진짜 좋아 키키
뭔가 분위기가 사를르ㅡ르
나두 나두 너 근데 겨울 아니었니?
지금 이 바람 온도가 최고여 하하
겨울이 언제는 좋다 했던 듯?
예전에는 겨울에 보드 타서 좋았는데
난 봄도 좋아 내 생일이있잖아
요새는 보드 안 타서 별루 하하
이번에 *형네랑 보드 타러 가잖께
한번 도전해보자 근디 코로나라 겁나긴 하네
***이는 벌써 간다고 했음 키키
겨울에 더 심해지니깐 ㅎ
개한타 마!  나도 이번엔 타볼래 키키
구래 그럼 한번 가보쟈구"
599,일반 대화,"나 재난지원금 벌써 다 썼음
조카 돌반지 샀지? 키키
넌 얼마 남았어?
완젼 외숙모 짱이넹 하하
응 돌반지 사니까 땡이네 키키
나는 아직 많이 남았음 하하
얼마 남았는뒤 하하 열심히 쓰고 있냥
그걸로 요고 쏜 거임 하하
피씨방도 된다고? 신기
피시방도 재난지원금이 되네 하하
나도 아껴 쓰고 싶었는뎅
아껴 쓰는 맛이 재밌넹 하하
헐랭 피시방도 재난이긴 했겠다 코로나에
구니까 사람 많이 없네 ㅠㅠ
이 시간에 원래 사람 많은 시간 아냐?
예전에는 앉을 자리가 없었는디"
600,일반 대화,"* 탈레반이 민간인도 죽인 거 아니
구니까 완젼 어째야 되냐
미쳤드라야 20명이나 학살했어
유엔은 그걸 보고 가만히 있네 ㅠㅠ
미국도 뺐는데... 어찌 도와줘
연합군 전부다 동맹 맺어서
유엔이 어찌 싸워주것노
유엔이 그런 거 하라고 있는 건디
헐랭 탈출하고 난리드라
우리도 유엔에서 연합군이 와서 남북전쟁 헀잖아
우리 나라에도 왔더라? 진천에
헐랭 방구 ㅠ 불쌍해
아 맞네 유엔이 전쟁도 하는구나...
그래도 난민은 안돼 ㅠ
뭔가 평화의 상징 같애
우리 국민이 우선이야 ㅎ"
601,일반 대화,"나 네일 하구 싶어
네일하면 되지 키키 낼 가
**이가 쏴! 기념으루
헐 나 돈 없어 ㅠㅠ
명절 기념으로 하고 싶어 키키
구럼 **이랑 손잡고 가셈 하하
근데 돌잔치랑 결혼식 때 할까 싶기두...
구래 그럼 좀 있다가 해
**은 바쁘다드라 *형 생일이래
아 내 친군데 난 몰랐네 하하
아 내일 말고 다음 주 *형 생일이래
아하 그렇구먼 하하 생파하자고 하자
그 완전 그거임 ** 커플 키키
** 생일에는 백화점 가고 *형 생일에는 산에 간대
하하 구러네 완젼 생축
그게 뭐냐 키키 완전 ** 커플임
아하 ** 커플 하하 산에 가기 하하"
602,일반 대화,"30 넘으니까 건강 생각 엄청 하게 되네
에잉 넌 아직 젊어 하하
나도 산에 따라 다녀야 하는데 ㅠ
산에 가자 그럼 같이 하하
산은 넘 일찍 가서... 그게 넘 무리야...
8시가 무슨 일찍이야 그때가
그리고 난 벌이 진짜 싫어서...
벌 이제 좀 있음 들어감 하하 ㅎㄱ 추워서
8시는 난 완전 일찍이얌...
너도 곧 일찍 일어나질 거야
응 그때 난 갈랭 지금 벌 완전 난리임
나이가 들면 일찍 일어나져 하하
마자 너 점점 일찍 일어난다...?
그래 그럼 지리산 가자 그때
오늘 6시 반? 세상에나
마쟈 오늘도 새벽에 일어남"
603,일반 대화,"홈쇼핑에 왜 이리 팬티를 안 하냐
홈쇼핑은 꼭 사려면 안 함
살라 하면 꼭 안 함 키키
필요할 때는 절때 방송 안 해
마자 살라 하는 건 엄청 안 함 키키
근데 홈쇼핑 보면 홀림
그거랑 에어랩 왜케 안 해...
막 안 사도 되는 거 사고 싶음
에어랩은 넘 인기 많아서
꼭 살라 하면 진짜 안 행
마쟈 좀 기다려봐 에어랩을
마자 에어랩 매번 완판이야!
구니까 굳이 할 필요 없음
이번에는 꼭 사고 말 꺼얌!
다음에 하면 꼭 사쟈규 ㅜ
키키 응 홈쇼핑이 싸긴 싸더라구
조금 더 싸긴 하더라구 하하"
604,일반 대화,"슬의 끝나서 우짜냐 키키
슬의 내 인생드라마 ㅠㅠ
이제 목요일 밤을 뭐하고 보내냐...
또 다른 것을 찾아야지
3 한대? 2가 넘... 시시하던데 끝이 키키
몰라 하하 할지도 안 할지도 하하
그 작가가 내나 1998 그런 거 작가야?
감독 마음임 하하 넌 왜 안 봄? >
왜 결이 비슷한 거 같쥐...?
완젼 감독이 같으니까 하하
난 그런 평화로운 드라마는 잠 와
그 감독께 재밌긴 해 하하
지루하구... 1998 그런 거도 별로였음
난 다 재밌게 봤는디 하하
난 느와르를 좋아하거덩 하하
넌 자극적인 걸 좋아하네 하하"
605,일반 대화,"그 소시 윤아 영화 나옴!
오 기적? 보러 가쟈 하하
재밌것던디 기적인가? 뭐였지
응 재밌을 것 같던디 하하
엉엉 마자 벌써 알고 있었균...
박정민 완젼 연기파라서
장르가 뭐더냐? 그 사람 나옴?
완젼 기대된다 언제 갈래
추석에 완전 인기 많을 듯
이번 연휴 때 달리쟈 하하
어머니랑 또 같이 가면 될 듯 키키
그래도 사람 많이 없을 듯 하하
영화 보는 거 좋아하시잖슴
그럼 **이랑 넷이 가쟈 하하
영화관은 괜찮겠지? 사람 없는 곳으로
**은 근데 싫어할지도"
606,일반 대화,"하루에 커피 몇 잔이나 마셔?
난 커피 아예 안 마시지 ㅜㅜ
안 마셔? 커피가 몸에 안 받아?
웅 커피 마시면 심장이 쿵쾅거리고 잠을 못 자
난 커피 없으면 못 살아 ㅠ
그래 대학생 때부터 커피 마셨자나 키키
헐 맞어 너 옛날에 에너지 드링크 먹고 완전
웅 나 카페인 그 민감 그런 게 있는 거 같애
키키 기억나니?
시험 기간에 에너지 드링크 먹은 거 키키
웅 그거 한 병 먹고 하루 종일 못 잤잖아 ^^
ㄷㄷ 그렇구나 카페인이 안 받구나 복이네 키키
복이겠지? 키키
근데 진짜 피곤할 때 1잔씩 마셔
난 지금도 한잔 먹고 싶당...
이미 2잔 마셔서 참고 있어...
헐ㄹㄹ 그렇게 마셔도 잠 잘 자?
응... 너무 잠이 와서 미치겠는걸
와 대박... 나는 2잔 먹으면 아침까지 못 잘 거 같은데 키키"
607,일반 대화,"난 좀 더 좁은 집으로 이사 가고 싶어...
잉? 더 넓은 집 아니고 좁은 집으로?
응 둘이 사니까 집이 너무 크네...
벅수 있잖아! 얼마나 좁은 집으로 이사 가고 싶은데?
청소하기만 귀찮은 거 같아 방도 하나만 써... 키키
키키 그거 인정이다 청소 진짜 귀찮...
벅수가 차지하는 자리는 1평도 안될껄...?
키키 벅수에게 여기저기 놀아 다닐 수 있는 권리를 줘
키키 난 한 20평만 돼도 괜찮을 듯...?
25평? 그 정도는 둘이서 살기 딱이지!
아니 벅수 산책할 때 아니면 진짜 잠만 잠...
헐... 개벅수 잠만 자누?
아니 18평도 괜찮을 듯 키키 우리 방 2개를 그냥 비워둠...
18평? 아니야~ 그래도 거거익선이라고 넓은 게 좋을 거야 ㅜㅜ
키키 티비가 거거익선이지 집은 좁았으면 좋겠어
막상 좁아지면 짐 넣어둘 곳도 없지 않을까?"
608,일반 대화,"새로 나온 차 봤어? 캐스퍼 키키 졸귀탱이더라
앜 키키 그거 광주에서 생산하는 거지?
엉 광주형 일자리 어쩌고 하던데 키키 넘 귀
맞어 봤어 오늘부터 예약하던데 키키
키키 예약 폭주했뎅 사고 싶당...
경형 SUV라더라 경차계의 SUV래 키키 신선해
키키 그게 모닝 아냐...? 키키
약간... 소울 느낌?
나는 전기 자동차 사고 싶다...
와우 전기 자동차 왜...? 아직 불편하지 않냐...?
일단 보조금 받아서 사면 좀 저렴하게 구매가 가능하니까
우리 아파트 주차창은 충전하는 곳 아직 많이 없더라구
맞아 우리 주차장도 한 2~3개 밖에 없드라
막상 사면 충전하기 귀찮을 듯...? 그 코드를 꺼내서 그 과정이 키키
키키 제주도 갔을 때 맨날 전기차를 타 가지고 좋았던 기억이...
오 제주도 언제 갔었냥 하하
이번에 출근하기 전에 7월달에 다녀옴 하하"
609,일반 대화,"다음 주 목금 휴가 쓰면 완전 연휴 길더라?
와 내가 그렇게 쓰려다가 빠꾸당함...
빠꾸당했어? 그건 너무 오래 자리 비움이긴 하지 키키
응 나 정말 길게 쉬고 싶었는데...
아쉽구만 ㅠ *** 오빠는 성공했어...
뭐? ***씨는 성공했다니 부럽다...
그 긴긴 시간 그이와 뭘 해야 하나 ㅎ...
키키 긴긴 시간에서 압박이 느껴지네?./
키키 아무래도... 그이가 없는 편이... 난 좀 더...
좀 더 편하지?... 하하하 추석에는 시댁 가니?
회사를 그렇게 오래 안 가도 그이 자리가 있는 건가 싶구...
푸하하 회사는 잘만 굴러갈지도...
키키 추석에 당근 시댁 가야쥐... 혹시 너두...?
나두 가야지... 울 강아지 보여주러...
키키 또 다른 일처럼 느껴져...
아니야... 난 좋아 우리 시부모님 넘 좋아..."
610,일반 대화,"*아 디피 봤니 키키
당근 봤제 키키 겁나 재밌어
키키 역시 봤을 줄 알았어 ㅠㅠ
나 그거 보고 뽀글이 해먹었다 바로
* 그거 아심? 거기 대대장보다 그 상병이 더 어린 거
헐? 대박 실제로?
키키 엉 그 대대장 알지? 좀 악역 그 사람이 더 어리대...
놀랍다... 역시 얼굴만 가지고 나이를 판단 할 수 없어
키키 그 배우 이름이 구교환인데 검색해 보니까 킹덤에도  나옴...
아아 맞어맞어 그 사람 킹덤에도 나와!
키키 야 상상도 못했다 킹덤에 어디 나왔냐며
그 사람들 고쳐서 하는 집 있자나
응? 고쳐야 하는 집?
뭐라 설명해야 되냐 암튼 나왔어 키키 기억나
키키 그 말갈족 같은 거 대장이었는데?
에? 대장이라고? 말갈족이 나왔어?"
611,일반 대화,"학교 다닐 때가 젤 좋은 때였어 ^^
나도 그렇게 생각해 ^^ 돈 버는 건 뭣 같애
키키 그렇다면 다시 고딩 때로 간다면 공부 열심히 할 꺼니?
아니 더 열심히 놀 거야 키키
나두 나두 그리고 유튜버 할 꺼야
유투벜 키키 나도 유투버 할래
나 애 낳으면 공부하라는 말은 절대 안 할 꺼임...
좋은 생각이야 공부 다 필요 없어
키키 기본만 알면 그냥저냥 키키
산수만 잘하고 손해만 안 보면 인생 살어~
10년 전에 유튜브 시작했으면 큰돈 벌었을 껀디 키키
워 벌써 구독자수가 얼마겠냐 돈 ㅎㄷㄷ
키키 그때는 유튜버도 없었자네 그때 했었어야 했어...
아 긍게 우리 대학생 때 했었어도 대박이였다
키키 그때 학교에 낸 돈 그냥 비트코인만 샀어도 ^^
와 장난 ^_^ 그때 나는 전기차 주식 살 거야"
612,일반 대화,"명절에 친척집도 가니?
시댁 동네는 성씨들만 모여 사는 동네라 그냥 인사는 드려
아 우와 우리 시댁도 그런데 졸 신기함 키키
park 빌리지임 키키 시골은 다 그렇지 않냐?
그 동네 사람 다 *씨라서 너무 놀랬어
아니 나도 처음에 몰랐는데 다 *씨더라고...
키키 *씨냐 키키 밀양 *씨래?
함양 *씨임 ^^ 굉장히 강조함 함양을
아 오 졸 레어긴 하네 키키 함양 *씨 잘 없는데?
아니 함양 *씨가 *씨 중에 레어임?
키키 아 당근 내가 만난 *씨는 99퍼가 밀양임
하긴 나도 함양 *씨는 첨 들어봤어... 거의 밀양이였어
물론 나도 밀양 *씨임 키키 레어 *씨였네
그래도 옥구 *씨가 놀랍지 않니? ^^
키키 옥구 *씨 키키 오꾸닭 생각나 키키
오꾸닭이라고 놀리던 너가 생각나네 훗..."
613,일반 대화,"결혼해서 뭐 때문에 젤 많이 싸워?
생활패턴으로 제일 많이 싸우는 듯 ㅡㅡ
생활 패턴? 예를 들자면?
설거지를 그때그때 안 하고 쌓아둔다거나...
그런 거 키키 그런 건 해탈했어 ㅠ
청소 잘 안 하고... 휴지 다 쓴 심 그대로 놔두는 거
난 양말 아무 데나 벗어두는 거 진짜 개 빡침
등등 말하기도 너무 많아서 하기 싫다 ^^
응응 휴지 졸 빡치지 왜 다음 사람 생각 안 해줘
아니 안 불편하냐고 진짜 ㅜㅜ
키키 별 생각 없더라구... 아무리 말해도
옷도 그냥 벗어서 휙 놔두는 거...ㅂㄷㅂㄷ
키키 응응 다 똑같구나? 식탁 위에 잡다구리 놔두는 거
그래도 요새 육아휴직하면서 많이 나아졌단다
키키 살림꾼므로 거듭났어? 우리 오빤 불가능임
사람이 되어가고 있음 키키"
614,일반 대화,"개벅수 목욕 시켜야 하는데... 넘 귀찮네...
으 강쥐들 목욕이랑 산책이 제루 귀찮
추석 오기 전에 시켜야 하는데...
명절 전에 시원허이 목욕해야제
너두 그래? 진심으로 그 드라이 박스?
사고 싶다 털 말리는 게 넘 힘들어...
어어 맞어 그거 사고 싶은데 가격 보고 놀랬단다
근데 그거 진짜 비싸 드라고 ㅠ
개비싸 ㅠㅠ 거의 150만 원이자나
너두 봤구나? 그게 뭐라고 그렇게 비싸댜... ;
내 헤어드라이도 6만원인데... 강쥐 드라이룸이 150
근데 사람도 그런 거 있으면 넘 좋을 듯 키키
씻고 나와서 바로 들어가 키키 다 말려
아 그거 있으면 졸 편하겠는데 특히 여름에
박스는 아니여도 비슷한 거 있잖아 에어샤워 키키
그거 써봄? 혹했는데 못 샀어 키키
웅 써봤는데... 그냥 물기만 잘 말라"
615,일반 대화,"평생 할 수 있는 운동을 하나 찾아야 하는디
숨쉬기 운동 아니것냐 후아후아
키키 요즘 숨쉬기만 해? 아니 체력이 딸려서 ㅠ
운동 평생 하면 그건 운동선수제 일반인이 아니여~
키키 취미로 하나 가져야겠다 싶더라구...
하긴 나도 운동은 하고 싶은데 ㅜㅜ 넘 귀찮
마땅한 게 없어 난 요가 스타일은 영 아니더라고
암벽등반은 어때?
역동적으로 움직이는 거야
키키 그거 우리 동네에 있어서 구경 갔는데 ㅠ 사람들이  뒤에서 다 구경을 하더라고...
아... 연예인 체험인가 인파 속에서 등반
암벽 타는 사람은 하난데 구경꾼 열댓 명 키키 개부담
키키 너무 부담스러워 잘해야 될 거 같애
내 엉덩짝 넘 부끄럽단 말얏
미끄러지면 너무나 창피한 것... ^^
키키 그래서 탈락이여 키키 요즘엔 그래서 산보 중
산책은 박쥐의 최애 운동 아니겠냐"
616,일반 대화,"얌 메이플 스토리가 아직도 있더라 키키
뭐? 단풍 이야기가 아직도 살아있숴?
키키 엉 대박이지 하기사 바람의 나라도 있는디
와 둘이 피시방에서 그거 할 때가 엊그제 같은데 키키
키키 그래도  그 게임의 끝은 항상 맞고로 돌아가더라...
맞어 항상 맞고나 고스톱이 최고지
맞고는 해도 해도 안 질려 평생 안 질릴 듯
돈 잃으면 빡치고 얻으면 신나고
우린 요즘도 심심하면 둘이서 친단다...
우리 남편은 맞고를 못 쳐...
와 글노...? 대한민국 사람이
부럽다 나도 남편이랑 맞고 치고 싶어 ㅜㅜ
키키 명절에두 그럼 안친다고?
어. 나 진짜 놀랬자나 아무도 맞고 안쳐
니가 가르쳐 주면 되잖아 헐랭
웅 그래서 이번 추석엔 시엄니랑 한판 하기로 함"
617,일반 대화,"제주도 누구랑 갔다 왔냥 키키
남편이랑 갔다 왔제 키키 애기 맡기고
7월이면 완전 여름에 다녀 왔네?
웅 허버 더웠어 ㅜㅜ 2박 3일 갔는데
둘이서? 오 완전 신혼 키키 뭐 했어
찍은 사진이 10장도 안돼... 소름
키키 그건 또 와 글노 키키
그냥 먹고 자고 구경하고... 그랬다
살쪘나...? 살찌면 또 카메라 기능 안 쓰거든
여시같은 뇬 우찌 알았노 살쪄서 사진 안 찍음
내 카메라는 멈춘 지 몇 년이야
육성으로 터졌다 그냥 효도폰을 쓰자
키키 그래도 폰 살 때 카메라 기능 보는 내 자신
카메라 쓰지도 못하는 거 비싸게 사서 뭐하노
키키 언젠가는 쓰겠지 하는 그런 마음
그래도 좋은 기능이 있으면 하는 마음 ^"
